               data_ora  rad  temperatura elevazione
2023-03-25 21:39:08.939 6258        41.57         20
2023-03-25 21:39:09.138 6264        41.57         20
2023-03-25 21:39:09.342 6263        41.57         20
2023-03-25 21:39:09.551 6248        41.57         20
2023-03-25 21:39:09.759 6244        41.57         20
2023-03-25 21:39:09.964 6244        41.57         20
2023-03-25 21:39:10.176 6242        41.57         20
2023-03-25 21:39:10.383 6244        41.57         20
2023-03-25 21:39:10.591 6241        41.57         20
2023-03-25 21:39:10.799 6242        41.57         20
2023-03-25 21:39:11.005 6234        41.57         20
2023-03-25 21:39:11.215 6228        41.57         20
2023-03-25 21:39:11.424 6232        41.57         20
2023-03-25 21:39:11.631 6227        41.57         20
2023-03-25 21:39:11.840 6231        41.57         20
2023-03-25 21:39:12.056 6231        41.57         20
2023-03-25 21:39:12.272 6261        41.57         20
2023-03-25 21:39:12.481 6266        41.57         20
2023-03-25 21:39:12.688 6277        41.57         20
2023-03-25 21:39:12.864 6266        41.57         20
2023-03-25 21:39:13.067 6265        41.57         20
2023-03-25 21:39:13.265 6289        41.57         20
2023-03-25 21:39:13.473 6280        41.57         20
2023-03-25 21:39:13.682 6274        41.57         20
2023-03-25 21:39:13.890 6292        41.57         20
2023-03-25 21:39:14.097 6296        41.57         20
2023-03-25 21:39:14.306 6282        41.57         20
2023-03-25 21:39:14.514 6279        41.57         20
2023-03-25 21:39:14.722 6280        41.57         20
2023-03-25 21:39:14.930 6299        41.57         20
2023-03-25 21:39:15.138 6306        41.57         20
2023-03-25 21:39:15.347 6290        41.57         20
2023-03-25 21:39:15.555 6287        41.57         20
2023-03-25 21:39:15.763 6293        41.57         20
2023-03-25 21:39:15.971 6264        41.57         20
2023-03-25 21:39:16.189 6271        41.57         20
2023-03-25 21:39:16.404 6266        41.60         20
2023-03-25 21:39:16.611 6266        41.60         20
2023-03-25 21:39:16.820 6294        41.60         20
2023-03-25 21:39:16.996 6266        41.60         20
2023-03-25 21:39:17.196 6283        41.60         20
2023-03-25 21:39:17.394 6283        41.60         20
2023-03-25 21:39:17.605 6280        41.60         20
2023-03-25 21:39:17.814 6290        41.57         20
2023-03-25 21:39:18.022 6290        41.57         20
2023-03-25 21:39:18.240 6301        41.60         20
2023-03-25 21:39:18.453 6308        41.60         20
2023-03-25 21:39:18.662 6296        41.60         20
2023-03-25 21:39:18.867 6306        41.60         20
2023-03-25 21:39:19.062 6324        41.57         20
2023-03-25 21:39:19.264 6310        41.60         20
2023-03-25 21:39:19.478 6312        41.60         20
2023-03-25 21:39:19.686 6331        41.60         20
2023-03-25 21:39:19.894 6319        41.60         20
2023-03-25 21:39:20.103 6305        41.60         20
2023-03-25 21:39:20.315 6301        41.60         20
2023-03-25 21:39:20.532 6295        41.57         20
2023-03-25 21:39:20.744 6298        41.57         20
2023-03-25 21:39:20.952 6293        41.57         20
2023-03-25 21:39:21.128 6296        41.57         20
2023-03-25 21:39:21.329 6304        41.57         20
2023-03-25 21:39:21.526 6311        41.57         20
2023-03-25 21:39:21.736 6322        41.57         20
2023-03-25 21:39:21.944 6334        41.60         20
2023-03-25 21:39:22.152 6325        41.57         20
2023-03-25 21:39:22.361 6344        41.60         20
2023-03-25 21:39:22.569 6339        41.60         20
2023-03-25 21:39:22.777 6315        41.60         20
2023-03-25 21:39:22.985 6311        41.60         20
2023-03-25 21:39:23.192 6315        41.60         20
2023-03-25 21:39:23.400 6331        41.60         20
2023-03-25 21:39:23.609 6337        41.57         20
2023-03-25 21:39:23.817 6350        41.57         20
2023-03-25 21:39:24.026 6349        41.57         20
2023-03-25 21:39:24.249 6329        41.57         20
2023-03-25 21:39:24.458 6358        41.57         20
2023-03-25 21:39:24.665 6371        41.60         20
2023-03-25 21:39:24.874 6369        41.60         20
2023-03-25 21:39:25.084 6371        41.60         20
2023-03-25 21:39:25.259 6391        41.60         20
2023-03-25 21:39:25.460 6372        41.60         20
2023-03-25 21:39:25.660 6382        41.60         20
2023-03-25 21:39:25.867 6357        41.60         20
2023-03-25 21:39:26.074 6359        41.60         20
2023-03-25 21:39:26.283 6392        41.60         20
2023-03-25 21:39:26.492 6387        41.60         20
2023-03-25 21:39:26.698 6389        41.60         20
2023-03-25 21:39:26.907 6379        41.60         20
2023-03-25 21:39:27.116 6381        41.60         20
2023-03-25 21:39:27.323 6383        41.60         20
2023-03-25 21:39:27.533 6364        41.60         20
2023-03-25 21:39:27.740 6368        41.60         20
2023-03-25 21:39:27.948 6371        41.60         20
2023-03-25 21:39:28.157 6382        41.60         20
2023-03-25 21:39:28.365 6383        41.57         20
2023-03-25 21:39:28.574 6382        41.57         20
2023-03-25 21:39:28.788 6359        41.57         20
2023-03-25 21:39:29.006 6365        41.57         20
2023-03-25 21:39:29.213 6365        41.57         20
2023-03-25 21:39:29.390 6379        41.57         20
2023-03-25 21:39:29.590 6363        41.57         20
2023-03-25 21:39:29.790 6376        41.57         20
2023-03-25 21:39:29.998 6381        41.57         20
2023-03-25 21:39:30.207 6385        41.57         20
2023-03-25 21:39:30.415 6359        41.57         20
2023-03-25 21:39:30.623 6356        41.57         20
2023-03-25 21:39:30.831 6364        41.57         20
2023-03-25 21:39:31.039 6358        41.57         20
2023-03-25 21:39:31.246 6377        41.57         20
2023-03-25 21:39:31.456 6387        41.57         20
2023-03-25 21:39:31.664 6385        41.57         20
2023-03-25 21:39:31.871 6383        41.57         20
2023-03-25 21:39:32.078 6387        41.57         20
2023-03-25 21:39:32.287 6388        41.57         20
2023-03-25 21:39:32.495 6402        41.60         20
2023-03-25 21:39:32.705 6384        41.60         20
2023-03-25 21:39:32.911 6391        41.60         20
2023-03-25 21:39:33.132 6392        41.60         20
2023-03-25 21:39:33.345 6364        41.60         20
2023-03-25 21:39:33.553 6394        41.60         20
2023-03-25 21:39:33.720 6400        41.60         20
2023-03-25 21:39:33.921 6388        41.60         20
2023-03-25 21:39:34.130 6406        41.60         20
2023-03-25 21:39:34.338 6407        41.60         20
2023-03-25 21:39:34.546 6419        41.60         20
