               data_ora  rad  temperatura elevazione
2023-03-02 02:05:37.147 4919        40.29         25
2023-03-02 02:05:37.350 4924        40.29         25
2023-03-02 02:05:37.569 4918        40.29         25
2023-03-02 02:05:37.772 4911        40.29         25
2023-03-02 02:05:37.944 4914        40.29         25
2023-03-02 02:05:38.147 4911        40.29         25
2023-03-02 02:05:38.366 4917        40.29         25
2023-03-02 02:05:38.569 4935        40.29         25
2023-03-02 02:05:38.772 4926        40.29         25
2023-03-02 02:05:38.991 4923        40.29         25
2023-03-02 02:05:39.194 4923        40.29         25
2023-03-02 02:05:39.397 4934        40.29         25
2023-03-02 02:05:39.600 4947        40.29         25
2023-03-02 02:05:39.803 4939        40.29         25
2023-03-02 02:05:40.022 4928        40.29         25
2023-03-02 02:05:40.241 4947        40.29         25
2023-03-02 02:05:40.444 4931        40.29         25
2023-03-02 02:05:40.647 4918        40.29         25
2023-03-02 02:05:40.866 4930        40.29         25
2023-03-02 02:05:41.069 4905        40.29         25
2023-03-02 02:05:41.272 4921        40.29         25
2023-03-02 02:05:41.491 4911        40.29         25
2023-03-02 02:05:41.694 4915        40.29         25
2023-03-02 02:05:41.866 4930        40.29         25
2023-03-02 02:05:42.069 4912        40.26         25
2023-03-02 02:05:42.288 4939        40.26         25
2023-03-02 02:05:42.491 4948        40.26         25
2023-03-02 02:05:42.694 4924        40.26         25
2023-03-02 02:05:42.913 4951        40.26         25
2023-03-02 02:05:43.116 4939        40.26         25
2023-03-02 02:05:43.319 4914        40.26         25
2023-03-02 02:05:43.522 4939        40.26         25
2023-03-02 02:05:43.725 4938        40.26         25
2023-03-02 02:05:43.944 4945        40.26         25
2023-03-02 02:05:44.163 4936        40.26         25
2023-03-02 02:05:44.366 4920        40.26         25
2023-03-02 02:05:44.569 4944        40.26         25
2023-03-02 02:05:44.788 4942        40.26         25
2023-03-02 02:05:44.991 4965        40.26         25
2023-03-02 02:05:45.194 4950        40.26         25
2023-03-02 02:05:45.413 4960        40.26         25
2023-03-02 02:05:45.616 4962        40.26         25
2023-03-02 02:05:45.788 4951        40.26         25
2023-03-02 02:05:46.006 4964        40.26         25
2023-03-02 02:05:46.209 4964        40.26         25
2023-03-02 02:05:46.413 4982        40.26         25
2023-03-02 02:05:46.616 4943        40.26         25
2023-03-02 02:05:46.834 4981        40.26         25
2023-03-02 02:05:47.038 4992        40.26         25
2023-03-02 02:05:47.225 4983        40.26         25
2023-03-02 02:05:47.444 4950        40.26         25
2023-03-02 02:05:47.647 4987        40.26         25
2023-03-02 02:05:47.850 4983        40.26         25
2023-03-02 02:05:48.069 4974        40.26         25
2023-03-02 02:05:48.287 4990        40.26         25
2023-03-02 02:05:48.491 4975        40.26         25
2023-03-02 02:05:48.709 4976        40.26         25
2023-03-02 02:05:48.913 4969        40.26         25
2023-03-02 02:05:49.131 4961        40.26         25
2023-03-02 02:05:49.334 4967        40.26         25
