               data_ora   rad  temperatura  elevazione
2022-12-25 02:43:50.312  3862        40.35        30.0
2022-12-25 02:43:50.531  3859        40.35        30.0
2022-12-25 02:43:50.718  3868        40.35        30.0
2022-12-25 02:43:50.937  3862        40.35        30.0
2022-12-25 02:43:51.140  3859        40.35        30.0
2022-12-25 02:43:51.343  3861        40.35        30.0
2022-12-25 02:43:51.515  3852        40.35        30.0
2022-12-25 02:43:51.734  3859        40.35        30.0
2022-12-25 02:43:51.952  3875        40.35        30.0
2022-12-25 02:43:52.140  3884        40.35        30.0
2022-12-25 02:43:52.359  3855        40.35        30.0
2022-12-25 02:43:52.562  3873        40.35        30.0
2022-12-25 02:43:52.765  3873        40.35        30.0
2022-12-25 02:43:52.968  3882        40.35        30.0
2022-12-25 02:43:53.171  3868        40.35        30.0
2022-12-25 02:43:53.374  3869        40.35        30.0
2022-12-25 02:43:53.577  3873        40.35        30.0
2022-12-25 02:43:53.796  3861        40.35        30.0
2022-12-25 02:43:54.031  3856        40.35        30.0
2022-12-25 02:43:54.218  3879        40.35        30.0
2022-12-25 02:43:54.437  3860        40.35        30.0
2022-12-25 02:43:54.640  3872        40.35        30.0
2022-12-25 02:43:54.843  3880        40.35        30.0
2022-12-25 02:43:55.046  3843        40.35        30.0
2022-12-25 02:43:55.265  3862        40.35        30.0
2022-12-25 02:43:55.484  3875        40.35        30.0
2022-12-25 02:43:55.640  3888        40.35        30.0
2022-12-25 02:43:55.853  3880        40.35        30.0
2022-12-25 02:43:56.056  3859        40.35        30.0
2022-12-25 02:43:56.259  3871        40.35        30.0
2022-12-25 02:43:56.478  3876        40.35        30.0
2022-12-25 02:43:56.681  3873        40.35        30.0
2022-12-25 02:43:56.884  3866        40.35        30.0
2022-12-25 02:43:57.103  3865        40.35        30.0
2022-12-25 02:43:57.306  3864        40.35        30.0
2022-12-25 02:43:57.509  3867        40.35        30.0
2022-12-25 02:43:57.728  3880        40.35        30.0
2022-12-25 02:43:57.931  3861        40.35        30.0
2022-12-25 02:43:58.134  3875        40.35        30.0
2022-12-25 02:43:58.337  3869        40.35        30.0
2022-12-25 02:43:58.556  3892        40.35        30.0
2022-12-25 02:43:58.775  3862        40.35        30.0
2022-12-25 02:43:58.978  3875        40.35        30.0
2022-12-25 02:43:59.197  3870        40.35        30.0
2022-12-25 02:43:59.400  3877        40.35        30.0
2022-12-25 02:43:59.603  3880        40.35        30.0
2022-12-25 02:43:59.775  3853        40.35        30.0
2022-12-25 02:43:59.994  3865        40.35        30.0
2022-12-25 02:44:00.197  3873        40.35        30.0
2022-12-25 02:44:00.400  3890        40.35        30.0
2022-12-25 02:44:00.603  3877        40.35        30.0
2022-12-25 02:44:00.806  3874        40.35        30.0
2022-12-25 02:44:01.009  3876        40.35        30.0
2022-12-25 02:44:01.212  3880        40.32        30.0
2022-12-25 02:44:01.431  3872        40.32        30.0
2022-12-25 02:44:01.665  3883        40.32        30.0
2022-12-25 02:44:01.837  3873        40.32        30.0
2022-12-25 02:44:02.056  3867        40.32        30.0
2022-12-25 02:44:02.259  3867        40.32        30.0
