               data_ora  rad  temperatura elevazione
2023-04-07 23:22:19.664 4835        40.38         20
2023-04-07 23:22:19.880 4832        40.38         20
2023-04-07 23:22:20.096 4834        40.41         20
2023-04-07 23:22:20.304 4837        40.41         20
2023-04-07 23:22:20.513 4840        40.41         20
2023-04-07 23:22:20.684 4834        40.41         20
2023-04-07 23:22:20.881 4836        40.41         20
2023-04-07 23:22:21.089 4839        40.41         20
2023-04-07 23:22:21.296 4851        40.38         20
2023-04-07 23:22:21.505 4845        40.38         20
2023-04-07 23:22:21.714 4845        40.38         20
2023-04-07 23:22:21.921 4842        40.41         20
2023-04-07 23:22:22.130 4823        40.41         20
2023-04-07 23:22:22.338 4837        40.41         20
2023-04-07 23:22:22.546 4848        40.41         20
2023-04-07 23:22:22.754 4829        40.41         20
2023-04-07 23:22:22.963 4821        40.41         20
2023-04-07 23:22:23.171 4823        40.41         20
2023-04-07 23:22:23.379 4835        40.41         20
2023-04-07 23:22:23.587 4843        40.41         20
2023-04-07 23:22:23.799 4849        40.41         20
2023-04-07 23:22:24.016 4839        40.38         20
2023-04-07 23:22:24.227 4829        40.38         20
2023-04-07 23:22:24.435 4832        40.38         20
2023-04-07 23:22:24.603 4845        40.38         20
2023-04-07 23:22:24.803 4838        40.38         20
2023-04-07 23:22:25.012 4831        40.38         20
2023-04-07 23:22:25.220 4846        40.41         20
2023-04-07 23:22:25.428 4844        40.38         20
2023-04-07 23:22:25.636 4824        40.38         20
2023-04-07 23:22:25.845 4836        40.38         20
2023-04-07 23:22:26.053 4823        40.38         20
2023-04-07 23:22:26.261 4832        40.38         20
2023-04-07 23:22:26.469 4825        40.38         20
2023-04-07 23:22:26.677 4825        40.38         20
2023-04-07 23:22:26.886 4837        40.38         20
2023-04-07 23:22:27.093 4842        40.38         20
2023-04-07 23:22:27.302 4834        40.38         20
2023-04-07 23:22:27.510 4850        40.38         20
2023-04-07 23:22:27.719 4830        40.38         20
2023-04-07 23:22:27.936 4828        40.38         20
2023-04-07 23:22:28.151 4827        40.38         20
2023-04-07 23:22:28.359 4815        40.38         20
2023-04-07 23:22:28.524 4826        40.38         20
2023-04-07 23:22:28.728 4824        40.38         20
2023-04-07 23:22:28.935 4828        40.38         20
2023-04-07 23:22:29.144 4839        40.38         20
2023-04-07 23:22:29.351 4838        40.38         20
2023-04-07 23:22:29.560 4826        40.38         20
2023-04-07 23:22:29.768 4827        40.38         20
2023-04-07 23:22:29.976 4836        40.38         20
2023-04-07 23:22:30.185 4820        40.38         20
2023-04-07 23:22:30.393 4827        40.38         20
2023-04-07 23:22:30.618 4837        40.38         20
2023-04-07 23:22:30.825 4829        40.38         20
2023-04-07 23:22:31.017 4838        40.38         20
2023-04-07 23:22:31.225 4826        40.38         20
2023-04-07 23:22:31.434 4826        40.38         20
2023-04-07 23:22:31.641 4827        40.38         20
2023-04-07 23:22:31.857 4837        40.38         20
2023-04-07 23:22:32.074 4828        40.38         20
2023-04-07 23:22:32.283 4826        40.38         20
2023-04-07 23:22:32.442 4831        40.38         20
2023-04-07 23:22:32.650 4834        40.38         20
2023-04-07 23:22:32.859 4835        40.38         20
2023-04-07 23:22:33.068 4815        40.38         20
2023-04-07 23:22:33.276 4827        40.38         20
2023-04-07 23:22:33.484 4837        40.38         20
2023-04-07 23:22:33.693 4839        40.38         20
2023-04-07 23:22:33.900 4828        40.38         20
2023-04-07 23:22:34.106 4820        40.38         20
2023-04-07 23:22:34.317 4839        40.38         20
2023-04-07 23:22:34.526 4828        40.38         20
2023-04-07 23:22:34.734 4828        40.38         20
2023-04-07 23:22:34.942 4845        40.38         20
2023-04-07 23:22:35.150 4826        40.38         20
2023-04-07 23:22:35.358 4828        40.38         20
2023-04-07 23:22:35.565 4821        40.38         20
2023-04-07 23:22:35.774 4835        40.38         20
2023-04-07 23:22:35.989 4826        40.38         20
2023-04-07 23:22:36.207 4822        40.38         20
2023-04-07 23:22:36.367 4815        40.38         20
2023-04-07 23:22:36.575 4823        40.38         20
2023-04-07 23:22:36.784 4824        40.38         20
2023-04-07 23:22:36.992 4806        40.38         20
2023-04-07 23:22:37.198 4833        40.38         20
2023-04-07 23:22:37.409 4836        40.38         20
2023-04-07 23:22:37.616 4835        40.38         20
2023-04-07 23:22:37.824 4828        40.38         20
