RAL10
Sampling=1
Gain=5
Zero_base=6877
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 08:42:48.406 15421 40.77
04/18/2023 08:42:48.615 15410 40.77
04/18/2023 08:42:48.822 15419 40.77
04/18/2023 08:42:49.030 15392 40.80
04/18/2023 08:42:49.238 15398 40.80
04/18/2023 08:42:49.445 15399 40.80
04/18/2023 08:42:49.654 15415 40.80
04/18/2023 08:42:49.864 15411 40.77
04/18/2023 08:42:50.080 15387 40.77
04/18/2023 08:42:50.294 15415 40.77
04/18/2023 08:42:50.502 15396 40.77
04/18/2023 08:42:50.670 15401 40.77
04/18/2023 08:42:50.870 15411 40.77
04/18/2023 08:42:51.078 15400 40.77
04/18/2023 08:42:51.287 15404 40.77
04/18/2023 08:42:51.495 15408 40.77
04/18/2023 08:42:51.704 15395 40.77
04/18/2023 08:42:51.909 15406 40.77
04/18/2023 08:42:52.119 15413 40.77
04/18/2023 08:42:52.327 15401 40.77
04/18/2023 08:42:52.534 15431 40.77
04/18/2023 08:42:52.744 15411 40.77
04/18/2023 08:42:52.952 15385 40.77
04/18/2023 08:42:53.162 15414 40.77
04/18/2023 08:42:53.369 15417 40.77
04/18/2023 08:42:53.577 15409 40.77
04/18/2023 08:42:53.785 15408 40.77
04/18/2023 08:42:53.994 15414 40.77
04/18/2023 08:42:54.201 15398 40.80
04/18/2023 08:42:54.422 15406 40.80
04/18/2023 08:42:54.635 15407 40.80
04/18/2023 08:42:54.798 15396 40.80
04/18/2023 08:42:55.003 15396 40.80
04/18/2023 08:42:55.210 15391 40.80
04/18/2023 08:42:55.418 15410 40.80
04/18/2023 08:42:55.625 15413 40.80
04/18/2023 08:42:55.834 15390 40.80
04/18/2023 08:42:56.042 15415 40.80
04/18/2023 08:42:56.250 15401 40.80
04/18/2023 08:42:56.458 15414 40.80
04/18/2023 08:42:56.665 15423 40.80
04/18/2023 08:42:56.874 15406 40.80
04/18/2023 08:42:57.083 15431 40.80
04/18/2023 08:42:57.307 15398 40.80
04/18/2023 08:42:57.515 15403 40.80
04/18/2023 08:42:57.723 15412 40.80
04/18/2023 08:42:57.915 15414 40.80
04/18/2023 08:42:58.121 15419 40.80
04/18/2023 08:42:58.331 15420 40.80
04/18/2023 08:42:58.552 15414 40.80
04/18/2023 08:42:58.764 15413 40.80
04/18/2023 08:42:58.930 15393 40.80
04/18/2023 08:42:59.132 15403 40.80
04/18/2023 08:42:59.341 15424 40.80
04/18/2023 08:42:59.548 15416 40.80
04/18/2023 08:42:59.757 15424 40.80
04/18/2023 08:42:59.964 15419 40.80
04/18/2023 08:43:00.174 15405 40.80
04/18/2023 08:43:00.382 15402 40.80
